"","workerid","class","predicate","slide_number","response","language"
"1758",58,"temporal","everyday",20,0.75,"english"
"1759",58,"color","yellow",21,0.26,"english"
"1760",58,"dimension","narrow",22,0.8,"english"
"1761",58,"physical","frozen",23,0.04,"english"
"1762",58,"location","internal",24,0.25,"english"
"1763",58,"nationality","national",25,0.05,"english"
"1764",58,"physical","curly",26,0.62,"english"
"1765",58,"age","junior",27,0.46,"english"
"1766",58,"physical","sweet",28,0.97,"english"
"1767",58,"X","last",29,0.12,"english"
"1768",58,"human","sad",30,0.71,"english"
"1769",58,"value","plain",31,0.98,"english"
"1770",58,"X","mixed",32,0.69,"english"
"1771",59,"location","overhead",3,0.55,"english"
"1772",59,"color","yellow",4,0.92,"english"
"1773",59,"temporal","current",5,0.86,"english"
"1774",59,"dimension","biggest",6,0.94,"english"
"1775",59,"human","selfish",7,0.93,"english"
"1776",59,"color","green",8,0.97,"english"
"1777",59,"speed","fast",9,0.94,"english"
"1778",59,"color","white",10,0.89,"english"
"1779",59,"physical","sweet",11,0.57,"english"
"1780",59,"physical","smooth",12,0.28,"english"
"1781",59,"human","creative",13,0.97,"english"
"1782",59,"color","purple",14,0.97,"english"
"1783",59,"nationality","Vietnamese",15,0.04,"english"
"1784",59,"physical","lacy",16,0.52,"english"
"1785",59,"dimension","thin",17,0.91,"english"
"1786",59,"human","sad",18,0.13,"english"
"1787",59,"dimension","large",19,0.82,"english"
"1788",59,"temporal","everyday",20,0.04,"english"
"1789",59,"X","mixed",21,0.52,"english"
"1790",59,"material","crocheted",22,0.07,"english"
"1791",59,"nationality","English",23,0.08,"english"
"1792",59,"shape","square",24,0.53,"english"
"1793",59,"dimension","open",25,0.04,"english"
"1794",59,"speed","slow",26,0.49,"english"
"1795",59,"X","token",27,0.31,"english"
"1796",59,"material","corduroy",28,0.18,"english"
"1797",59,"X","designated",29,0.21,"english"
"1798",59,"nationality","international",30,0.52,"english"
"1799",59,"color","black",31,0.15,"english"
"1800",59,"age","old",32,0.67,"english"
"1801",60,"human","civilized",3,0.84,"englsh"
"1802",60,"material","gold",4,0.04,"englsh"
"1803",60,"value","prestigious",5,0.8,"englsh"
"1804",60,"dimension","mini",6,0.18,"englsh"
"1805",60,"shape","circular",7,0.03,"englsh"
"1806",60,"human","sad",8,0.85,"englsh"
"1807",60,"human","strict",9,0.86,"englsh"
"1808",60,"value","favorite",10,0.77,"englsh"
"1809",60,"age","old",11,0.97,"englsh"
"1810",60,"physical","lacy",12,0.11,"englsh"
"1811",60,"dimension","open",13,0.5,"englsh"
"1812",60,"human","professional",14,0.89,"englsh"
"1813",60,"human","creative",15,0.89,"englsh"
"1814",60,"shape","square",16,0.01,"englsh"
"1815",60,"color","yellow",17,0.03,"englsh"
"1816",60,"dimension","thick",18,0.81,"englsh"
"1817",60,"speed","speedy",19,0.85,"englsh"
"1818",60,"dimension","large",20,0.81,"englsh"
"1819",60,"nationality","Hispanic",21,0.03,"englsh"
"1820",60,"X","unique",22,0.74,"englsh"
"1821",60,"location","internal",23,0.01,"englsh"
"1822",60,"value","exciting",24,0.96,"englsh"
"1823",60,"value","best",25,0.99,"englsh"
"1824",60,"material","wooden",26,0.04,"englsh"
"1825",60,"human","entrepreneurial",27,0.03,"englsh"
"1826",60,"physical","spicy",28,0.97,"englsh"
"1827",60,"X","last",29,0.01,"englsh"
"1828",60,"nationality","national",30,0.03,"englsh"
"1829",60,"color","purple",31,0,"englsh"
"1830",60,"temporal","historical",32,0.05,"englsh"
"1831",61,"material","gold",3,0,"English"
"1832",61,"color","black",4,0,"English"
"1833",61,"X","individual",5,1,"English"
"1834",61,"X","unique",6,1,"English"
"1835",61,"value","strange",7,0.66,"English"
"1836",61,"color","yellow",8,0,"English"
"1837",61,"dimension","biggest",9,0.82,"English"
"1838",61,"value","lavish",10,0.68,"English"
"1839",61,"physical","frozen",11,0,"English"
"1840",61,"human","civilized",12,0.6,"English"
"1841",61,"X","potential",13,0.6,"English"
"1842",61,"nationality","Japanese",14,0,"English"
"1843",61,"value","pleasant",15,0.65,"English"
"1844",61,"dimension","large",16,0.76,"English"
"1845",61,"temporal","daily",17,0,"English"
"1846",61,"X","designated",18,0.08,"English"
"1847",61,"age","junior",19,0.11,"English"
"1848",61,"shape","square",20,0,"English"
"1849",61,"temporal","current",21,0.17,"English"
"1850",61,"speed","slow",22,0.59,"English"
"1851",61,"dimension","thick",23,0.61,"English"
"1852",61,"dimension","open",24,0,"English"
"1853",61,"physical","creamy",25,0.12,"English"
"1854",61,"X","token",26,0.04,"English"
"1855",61,"shape","circular",27,0.05,"English"
"1856",61,"speed","fast",28,0.61,"English"
"1857",61,"human","professional",29,0.37,"English"
"1858",61,"age","old-time",30,0.09,"English"
"1859",61,"physical","smooth",31,0.15,"English"
"1860",61,"nationality","European",32,0,"English"
"1861",62,"human","sad",3,0.81,"English"
"1862",62,"color","green",4,0.12,"English"
"1863",62,"material","gold",5,0.05,"English"
"1864",62,"color","purple",6,0.17,"English"
"1865",62,"dimension","long",7,0.86,"English"
"1866",62,"temporal","everyday",8,0.91,"English"
"1867",62,"color","blonde",9,0.28,"English"
"1868",62,"human","strict",10,0.8,"English"
"1869",62,"physical","smooth",11,0.13,"English"
"1870",62,"X","designated",12,0.9,"English"
"1871",62,"X","individual",13,0.88,"English"
"1872",62,"location","internal",14,0.85,"English"
"1873",62,"nationality","Hispanic",15,0.08,"English"
"1874",62,"nationality","Brazilian",16,0.05,"English"
"1875",62,"nationality","Vietnamese",17,0.07,"English"
"1876",62,"nationality","European",18,0.27,"English"
"1877",62,"value","plain",19,0.9,"English"
"1878",62,"X","unique",20,0.84,"English"
"1879",62,"physical","frozen",21,0.11,"English"
"1880",62,"human","entrepreneurial",22,0.75,"English"
"1881",62,"nationality","English",23,0.24,"English"
"1882",62,"physical","solid",24,0.35,"English"
"1883",62,"X","mixed",25,0.67,"English"
"1884",62,"temporal","current",26,0.87,"English"
"1885",62,"color","blue",27,0.09,"English"
"1886",62,"human","creative",28,0.83,"English"
"1887",62,"age","old-time",29,0.79,"English"
"1888",62,"nationality","international",30,0.48,"English"
"1889",62,"color","black",31,0.04,"English"
"1890",62,"location","overhead",32,0.43,"English"
"1921",64,"value","plain",3,0.5,"english"
"1922",64,"physical","sweet",4,0.69,"english"
"1923",64,"human","selfish",5,0.7,"english"
"1924",64,"color","white",6,0,"english"
"1925",64,"X","token",7,0.47,"english"
"1926",64,"X","last",8,0.01,"english"
"1927",64,"color","green",9,0.02,"english"
"1928",64,"nationality","Japanese",10,0.02,"english"
"1929",64,"human","entrepreneurial",11,0.63,"english"
"1930",64,"dimension","large",12,0.04,"english"
"1931",64,"speed","speedy",13,0.54,"english"
"1932",64,"color","blue",14,0.02,"english"
"1933",64,"human","professional",15,0.63,"english"
"1934",64,"dimension","biggest",16,0.63,"english"
"1935",64,"physical","creamy",17,0.02,"english"
"1936",64,"material","gold",18,0.02,"english"
"1937",64,"dimension","long",19,0.62,"english"
"1938",64,"age","young",20,0.61,"english"
"1939",64,"age","junior",21,0.5,"english"
"1940",64,"color","purple",22,0.02,"english"
"1941",64,"physical","solid",23,0.03,"english"
"1942",64,"nationality","English",24,0.02,"english"
"1943",64,"nationality","Hispanic",25,0,"english"
"1944",64,"location","closest",26,0.7,"english"
"1945",64,"physical","lacy",27,0,"english"
"1946",64,"human","sad",28,0.55,"english"
"1947",64,"dimension","thin",29,0.62,"english"
"1948",64,"temporal","daily",30,0.02,"english"
"1949",64,"value","pleasant",31,0.64,"english"
"1950",64,"material","wooden",32,0.01,"english"
"1951",65,"color","blue",3,1,"English"
"1952",65,"physical","creamy",4,1,"English"
"1953",65,"human","strict",5,0,"English"
"1954",65,"physical","sweet",6,1,"English"
"1955",65,"color","yellow",7,0,"English"
"1956",65,"age","old",8,0,"English"
"1957",65,"shape","square",9,0,"English"
"1958",65,"material","corduroy",10,0,"English"
"1959",65,"value","best",11,1,"English"
"1960",65,"dimension","open",12,0,"English"
"1961",65,"material","wooden",13,0,"English"
"1962",65,"speed","speedy",14,1,"English"
"1963",65,"value","plain",15,1,"English"
"1964",65,"age","junior",16,0,"English"
"1965",65,"human","entrepreneurial",17,0,"English"
"1966",65,"material","crocheted",18,0,"English"
"1967",65,"X","different",19,0,"English"
"1968",65,"X","individual",20,0,"English"
"1969",65,"human","civilized",21,1,"English"
"1970",65,"value","exciting",22,1,"English"
"1971",65,"age","senior",23,0,"English"
"1972",65,"color","white",24,0.01,"English"
"1973",65,"X","token",25,1,"English"
"1974",65,"nationality","English",26,0,"English"
"1975",65,"physical","curly",27,0,"English"
"1976",65,"value","favorite",28,1,"English"
"1977",65,"physical","frozen",29,0,"English"
"1978",65,"X","potential",30,0.77,"English"
"1979",65,"nationality","Vietnamese",31,0,"English"
"1980",65,"human","selfish",32,0.99,"English"
"1981",66,"nationality","Japanese",3,0.02,"English"
"1982",66,"shape","square",4,0.29,"English"
"1983",66,"value","strange",5,0.9,"English"
"1984",66,"human","professional",6,0.7,"English"
"1985",66,"age","new",7,0.37,"English"
"1986",66,"color","white",8,0.09,"English"
"1987",66,"X","potential",9,0.6,"English"
"1988",66,"human","selfish",10,0.78,"English"
"1989",66,"speed","speedy",11,0.91,"English"
"1990",66,"value","best",12,0.99,"English"
"1991",66,"nationality","national",13,0.36,"English"
"1992",66,"dimension","long",14,0.75,"English"
"1993",66,"human","playful",15,0.91,"English"
"1994",66,"color","red",16,0.04,"English"
"1995",66,"location","overhead",17,0.29,"English"
"1996",66,"physical","sweet",18,0.9,"English"
"1997",66,"dimension","biggest",19,0.75,"English"
"1998",66,"color","purple",20,0.04,"English"
"1999",66,"X","unique",21,0.75,"English"
"2000",66,"location","closest",22,0.54,"English"
"2001",66,"speed","slow",23,0.67,"English"
"2002",66,"physical","smooth",24,0.39,"English"
"2003",66,"physical","curly",25,0.74,"English"
"2004",66,"temporal","everyday",26,0.19,"English"
"2005",66,"physical","spicy",27,0.96,"English"
"2006",66,"nationality","Hispanic",28,0.02,"English"
"2007",66,"location","internal",29,0.28,"English"
"2008",66,"dimension","thin",30,0.64,"English"
"2009",66,"human","civilized",31,0.8,"English"
"2010",66,"dimension","mini",32,0.29,"English"
"2011",67,"color","blue",3,0,"english"
"2012",67,"human","strict",4,1,"english"
"2013",67,"temporal","daily",5,0,"english"
"2014",67,"X","potential",6,0.43,"english"
"2015",67,"physical","lacy",7,0.49,"english"
"2016",67,"dimension","large",8,1,"english"
"2017",67,"nationality","Brazilian",9,0,"english"
"2018",67,"physical","solid",10,0,"english"
"2019",67,"dimension","thin",11,0.67,"english"
"2020",67,"value","plain",12,1,"english"
"2021",67,"speed","fast",13,0.53,"english"
"2022",67,"physical","frozen",14,0,"english"
"2023",67,"color","red",15,0,"english"
"2024",67,"human","creative",16,0.65,"english"
"2025",67,"age","junior",17,0,"english"
"2026",67,"shape","circular",18,0,"english"
"2027",67,"color","black",19,0,"english"
"2028",67,"value","pleasant",20,0.51,"english"
"2029",67,"speed","slow",21,0.5,"english"
"2030",67,"nationality","Vietnamese",22,0,"english"
"2031",67,"location","internal",23,0.5,"english"
"2032",67,"nationality","Japanese",24,0,"english"
"2033",67,"X","individual",25,0.5,"english"
"2034",67,"dimension","biggest",26,0.51,"english"
"2035",67,"human","professional",27,0.51,"english"
"2036",67,"age","senior",28,0,"english"
"2037",67,"value","prestigious",29,0.34,"english"
"2038",67,"physical","curly",30,0.46,"english"
"2039",67,"location","overhead",31,0.48,"english"
"2040",67,"human","entrepreneurial",32,0.5,"english"
"2041",68,"X","designated",3,0.14,"English"
"2042",68,"X","last",4,0.18,"English"
"2043",68,"human","playful",5,0.78,"English"
"2044",68,"shape","circular",6,0.83,"English"
"2045",68,"age","old-time",7,0.32,"English"
"2046",68,"shape","square",8,0.26,"English"
"2047",68,"nationality","English",9,0.75,"English"
"2048",68,"human","civilized",10,0.7,"English"
"2049",68,"dimension","long",11,0.2,"English"
"2050",68,"color","white",12,0.77,"English"
"2051",68,"nationality","international",13,0.78,"English"
"2052",68,"human","entrepreneurial",14,0.88,"English"
"2053",68,"dimension","thin",15,0.28,"English"
"2054",68,"human","creative",16,0.8,"English"
"2055",68,"nationality","Japanese",17,0.92,"English"
"2056",68,"speed","speedy",18,0.64,"English"
"2057",68,"speed","fast",19,0.33,"English"
"2058",68,"material","gold",20,0.26,"English"
"2059",68,"nationality","Hispanic",21,0.89,"English"
"2060",68,"X","token",22,0.2,"English"
"2061",68,"value","strange",23,0.36,"English"
"2062",68,"human","selfish",24,0.77,"English"
"2063",68,"physical","frozen",25,0.6,"English"
"2064",68,"temporal","current",26,0.36,"English"
"2065",68,"age","new",27,0.23,"English"
"2066",68,"color","purple",28,0.74,"English"
"2067",68,"color","red",29,0.66,"English"
"2068",68,"color","black",30,0.75,"English"
"2069",68,"nationality","European",31,0.94,"English"
"2070",68,"X","different",32,0.83,"English"
"2071",69,"X","potential",3,0.77,"English"
"2072",69,"temporal","daily",4,0,"English"
"2073",69,"color","blonde",5,0.08,"English"
"2074",69,"color","white",6,0.02,"English"
"2075",69,"nationality","European",7,0.01,"English"
"2076",69,"nationality","international",8,0.03,"English"
"2077",69,"speed","speedy",9,0.95,"English"
"2078",69,"value","strange",10,0.9,"English"
"2079",69,"X","last",11,0.02,"English"
"2080",69,"dimension","narrow",12,0.36,"English"
"2081",69,"value","lavish",13,0.79,"English"
"2082",69,"physical","spicy",14,1,"English"
"2083",69,"age","old-time",15,0.95,"English"
"2084",69,"value","pleasant",16,0.89,"English"
"2085",69,"location","internal",17,0.27,"English"
"2086",69,"material","gold",18,0.5,"English"
"2087",69,"physical","solid",19,0.79,"English"
"2088",69,"X","individual",20,0.81,"English"
"2089",69,"speed","slow",21,0.97,"English"
"2090",69,"human","creative",22,1,"English"
"2091",69,"age","senior",23,0.04,"English"
"2092",69,"material","wooden",24,0.03,"English"
"2093",69,"nationality","Hispanic",25,0.04,"English"
"2094",69,"nationality","Brazilian",26,0.06,"English"
"2095",69,"X","designated",27,0.85,"English"
"2096",69,"physical","lacy",28,0.84,"English"
"2097",69,"nationality","Vietnamese",29,0.05,"English"
"2098",69,"shape","square",30,0.85,"English"
"2099",69,"physical","curly",31,0.85,"English"
"2100",69,"value","exciting",32,0.99,"English"
"2101",70,"value","plain",3,0.83,"english"
"2102",70,"speed","slow",4,0.79,"english"
"2103",70,"dimension","biggest",5,0.97,"english"
"2104",70,"nationality","Vietnamese",6,0,"english"
"2105",70,"dimension","mini",7,0.9,"english"
"2106",70,"nationality","Japanese",8,0,"english"
"2107",70,"X","token",9,0.74,"english"
"2108",70,"human","selfish",10,0.71,"english"
"2109",70,"age","young",11,0.67,"english"
"2110",70,"age","old",12,0.73,"english"
"2111",70,"age","new",13,0.69,"english"
"2112",70,"dimension","open",14,0.38,"english"
"2113",70,"age","junior",15,0.64,"english"
"2114",70,"physical","smooth",16,0.33,"english"
"2115",70,"physical","spicy",17,0.84,"english"
"2116",70,"X","last",18,0.18,"english"
"2117",70,"X","unique",19,0.89,"english"
"2118",70,"human","playful",20,0.84,"english"
"2119",70,"nationality","national",21,0.28,"english"
"2120",70,"color","blue",22,0,"english"
"2121",70,"physical","frozen",23,0.1,"english"
"2122",70,"color","red",24,0,"english"
"2123",70,"location","overhead",25,0.11,"english"
"2124",70,"physical","lacy",26,0.42,"english"
"2125",70,"physical","creamy",27,0.45,"english"
"2126",70,"color","blonde",28,0.1,"english"
"2127",70,"human","entrepreneurial",29,0.63,"english"
"2128",70,"temporal","daily",30,0,"english"
"2129",70,"human","sad",31,0.72,"english"
"2130",70,"value","prestigious",32,0.88,"english"
"2131",71,"human","selfish",3,0.55,"English"
"2132",71,"color","black",4,0,"English"
"2133",71,"human","sad",5,0.3,"English"
"2134",71,"color","green",6,0,"English"
"2135",71,"dimension","open",7,0,"English"
"2136",71,"dimension","thin",8,0.18,"English"
"2137",71,"physical","creamy",9,0.27,"English"
"2138",71,"nationality","European",10,0.25,"English"
"2139",71,"physical","smooth",11,0.18,"English"
"2140",71,"nationality","Hispanic",12,0,"English"
"2141",71,"age","senior",13,0.05,"English"
"2142",71,"color","purple",14,0,"English"
"2143",71,"age","old-time",15,0.35,"English"
"2144",71,"human","civilized",16,0.5,"English"
"2145",71,"X","unique",17,0.49,"English"
"2146",71,"X","different",18,1,"English"
"2147",71,"physical","curly",19,0.49,"English"
"2148",71,"nationality","Japanese",20,0,"English"
"2149",71,"human","entrepreneurial",21,0.49,"English"
"2150",71,"physical","frozen",22,0.01,"English"
"2151",71,"human","creative",23,0.71,"English"
"2152",71,"nationality","national",24,0.04,"English"
"2153",71,"nationality","Vietnamese",25,0,"English"
"2154",71,"age","old",26,0.48,"English"
"2155",71,"human","strict",27,0.49,"English"
"2156",71,"speed","speedy",28,0.75,"English"
"2157",71,"X","potential",29,0.05,"English"
"2158",71,"physical","lacy",30,0.49,"English"
